5,6,14,5,1,2,9,0.47,,,,,,,,,
5,6,14,5,1,2,10,0.5,,,,,,,,,
5,6,14,5,1,4,1,0.42,,,,,,,,,
5,6,14,5,1,4,2,0.45,,,,,,,,,
5,6,14,5,1,4,3,0.46,,,,,,,,,
5,6,14,5,1,4,4,0.45,,,,,,,,,
5,6,14,5,1,4,5,0.51,,,,,,,,,
5,6,14,5,1,4,6,0.47,,,,,,,,,
5,6,14,5,1,4,7,0.47,,,,,,,,,
5,6,14,5,1,4,8,0.51,,,,,,,,,
5,6,14,5,1,4,9,0.45,,,,,,,,,
5,6,14,5,1,4,10,0.44,,,,,,,,,
5,6,14,5,1,6,1,0.42,,,,,,,,,
5,6,14,5,1,6,2,0.44,,,,,,,,,
5,6,14,5,1,6,3,0.44,,,,,,,,,
5,6,14,5,1,6,4,0.51,,,,,,,,,
5,6,14,5,1,6,5,0.51,,,,,,,,,
5,6,14,5,1,6,6,0.44,,,,,,,,,
5,6,14,5,1,6,7,0.36,,,,,,,,,
5,6,14,5,1,6,8,0.44,,,,,,,,,
5,6,14,5,1,6,9,0.47,,,,,,,,,
5,6,14,5,1,6,10,0.46,,,,,,,,,
5,6,14,7,0,4,1,0.46,,,,,,,,,
5,6,14,7,0,4,2,0.44,,,,,,,,,
5,6,14,7,0,4,3,0.45,,,,,,,,,
5,6,14,7,0,4,4,0.49,,,,,,,,,
5,6,14,7,0,4,5,0.52,,,,,,,,,
5,6,14,7,0,4,6,0.45,,,,,,,,,
5,6,14,7,0,4,7,0.49,,,,,,,,,
5,6,14,7,0,4,8,0.46,,,,,,,,,
5,6,14,7,0,4,9,0.52,,,,,,,,,
5,6,14,7,0,4,10,0.46,,,,,,,,,
5,6,18,5,0,4,1,0.46,,,,,,,,,
5,6,18,5,0,4,2,0.46,,,,,,,,,
5,6,18,5,0,4,3,0.41,,,,,,,,,
5,6,18,5,0,4,4,0.53,,,,,,,,,
5,6,18,5,0,4,5,0.46,,,,,,,,,
5,6,18,5,0,4,6,0.45,,,,,,,,,
5,6,18,5,0,4,7,0.46,,,,,,,,,
5,6,18,5,0,4,8,0.41,,,,,,,,,
5,6,18,5,0,4,9,0.5,,,,,,,,,
5,6,18,5,0,4,10,0.48,,,,,,,,,
5,8,14,5,0,4,1,0.47,,,,,,,,,
5,8,14,5,0,4,2,0.48,,,,,,,,,
5,8,14,5,0,4,3,0.42,,,,,,,,,
5,8,14,5,0,4,4,0.48,,,,,,,,,
5,8,14,5,0,4,5,0.44,,,,,,,,,
5,8,14,5,0,4,6,0.45,,,,,,,,,
5,8,14,5,0,4,7,0.39,,,,,,,,,
5,8,14,5,0,4,8,0.48,,,,,,,,,
5,8,14,5,0,4,9,0.44,,,,,,,,,
5,8,14,5,0,4,10,0.48,,,,,,,,,
8,6,14,5,0,4,1,0.5,,,,,,,,,
8,6,14,5,0,4,2,0.51,,,,,,,,,
8,6,14,5,0,4,3,0.45,,,,,,,,,
8,6,14,5,0,4,4,0.48,,,,,,,,,
8,6,14,5,0,4,5,0.47,,,,,,,,,
8,6,14,5,0,4,6,0.46,,,,,,,,,
8,6,14,5,0,4,7,0.44,,,,,,,,,
8,6,14,5,0,4,8,0.47,,,,,,,,,
8,6,14,5,0,4,9,0.5,,,,,,,,,
8,6,14,5,0,4,10,0.49,,,,,,,,,
